-7.876363636363637, -13.090185676392572
-7.62909090909091, -13.328912466843502
-7.396363636363637, -13.547745358090186
-7.244596577017116, -13.68111337131063
-7.050846854856636, -13.862778202480008
-6.857097132696156, -14.043925470027823
-6.663347410535676, -14.227142992061896
-6.469597688375195, -14.410878077717536
-6.275847966214715, -14.590472654400653
-6.082098244054235, -14.773690176434728
-5.8883485218937555, -14.954837443982541
-5.694598799733274, -15.138054966016615
-5.500849077572795, -15.318684669942865
-5.307099355412315, -15.501902191976939
-5.1133496332518344, -15.684602150389447
-4.919599911091355, -15.866266981558827
-4.725850188930874, -16.04844937634977
-4.532100466770395, -16.23218446200541
-4.338350744609914, -16.412296602310093
-4.135182633177744, -16.567937272918208
-4.036363636363637, -16.57161803713528
-3.7510468993109587, -16.563063706801586
-3.5633518559679933, -16.551521216511127
-3.369602133807514, -16.54065238045826
-3.1758524116470337, -16.52823085354069
-2.9821026894865534, -16.512703944893737
-2.788352967326073, -16.505458054191823
-2.594603245165593, -16.49303652727426
-2.4008535230051127, -16.480615000356696
-2.2071038008446333, -16.467675909817565
-2.013354078684153, -16.454736819278438
-1.8196043565236728, -16.44386798322557
-1.6258546343631926, -16.429376201821743
-1.4321049122027123, -16.417472238525743
-1.238355190042232, -16.406603402472875
-1.0446054678817518, -16.395734566420007
-0.8508557457212724, -16.383830603124007
-0.6571060235607922, -16.37296176707114
-0.4633563014003119, -16.358987549288877
-0.26960657923983167, -16.34604845874975
-0.03636363636363704, -16.33289124668435
